MONTH,DAY_OF_MONTH,DAY_OF_WEEK,day_of_week_c,FLIGHT_DATE,MARKETING_CARRIER_CODE,MARKETING_FLIGHT_NUMBER,AIRCRAFT_TAIL_NUMBER,ORIGIN_AIRPORT_CODE,ORIGIN_CITY_NAME,ORIGIN_STATE_CODE,ORIGIN_STATE_NAME,DEST_AIRPORT_CODE,DEST_CITY_NAME,DEST_STATE_CODE,DEST_STATE_NAME,SCHEDULED_DEP_TIME,SCHEDULED_DEP_HOUR,ACTUAL_DEP_TIME,ACTUAL_DEP_HOUR,DEP_DELAY,DEP_DELAY_15_MIN,DEP_DELAY_GROUP,ORIGIN_TAXI_TIME,DEP_TAKEOFF_TIME,ARR_LANDING_TIME,DEST_TAXI_TIME,SCHEDULED_ARR_TIME,SCHEDULED_ARR_HOUR,ACTUAL_ARR_TIME,ACTUAL_ARR_HOUR,ARR_DELAY,ARR_DELAY_15_MIN,ARR_DELAY_GROUP,CANCELLED,cancelled_c,CANCELLATION_REASON,SCHEDULED_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,IN_AIR_DURATION,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1,3,Wed,2020-01-01,WN,5357,N7719A,PNS,"Pensacola, FL",FL,Florida,HOU,"Houston, TX",TX,Texas,1000,10,1008,10,8,Less than 15,0-15 min late,10,1018,1142,3,1145,11,1145,11,0,Less than 15,0-15 min late,0,No,Not Cancelled,105,97,84,488,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4232,N946WN,PVD,"Providence, RI",RI,Rhode Island,BWI,"Baltimore, MD",MD,Maryland,735,7,734,7,-1,Less than 15,0-15 min early,10,744,843,3,855,8,846,8,-9,Less than 15,0-15 min early,0,No,Not Cancelled,80,72,59,327,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4635,N464WN,PVD,"Providence, RI",RI,Rhode Island,BWI,"Baltimore, MD",MD,Maryland,920,9,920,9,0,Less than 15,0-15 min late,6,926,1025,4,1050,10,1029,10,-21,Less than 15,15-30 min early,0,No,Not Cancelled,90,69,59,327,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4782,N8575Z,PVD,"Providence, RI",RI,Rhode Island,BWI,"Baltimore, MD",MD,Maryland,615,6,612,6,-3,Less than 15,0-15 min early,11,623,724,5,735,7,729,7,-6,Less than 15,0-15 min early,0,No,Not Cancelled,80,77,61,327,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4808,N490WN,PVD,"Providence, RI",RI,Rhode Island,BWI,"Baltimore, MD",MD,Maryland,1415,14,1836,18,261,Greater than 15,180-195 min late,6,1842,1946,2,1535,15,1948,19,253,Greater than 15,240-255 min late,0,No,Not Cancelled,80,72,64,327,500-750 miles,245,0,0,0,8
1,1,3,Wed,2020-01-01,WN,6643,N550WN,PVD,"Providence, RI",RI,Rhode Island,BWI,"Baltimore, MD",MD,Maryland,1900,19,1911,19,11,Less than 15,0-15 min late,6,1917,2014,5,2025,20,2019,20,-6,Less than 15,0-15 min early,0,No,Not Cancelled,85,68,57,327,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3041,N476WN,PVD,"Providence, RI",RI,Rhode Island,DCA,"Washington, DC",VA,Virginia,830,8,827,8,-3,Less than 15,0-15 min early,12,839,945,4,1005,10,949,9,-16,Less than 15,15-30 min early,0,No,Not Cancelled,95,82,66,356,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4150,N486WN,PVD,"Providence, RI",RI,Rhode Island,DCA,"Washington, DC",VA,Virginia,1650,16,1657,16,7,Less than 15,0-15 min late,7,1704,1811,11,1835,18,1822,18,-13,Less than 15,0-15 min early,0,No,Not Cancelled,105,85,67,356,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1718,N217JC,PVD,"Providence, RI",RI,Rhode Island,FLL,"Fort Lauderdale, FL",FL,Florida,745,7,746,7,1,Less than 15,0-15 min late,10,756,1044,6,1105,11,1050,10,-15,Less than 15,0-15 min early,0,No,Not Cancelled,200,184,168,1188,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4333,N7744A,PVD,"Providence, RI",RI,Rhode Island,MCO,"Orlando, FL",FL,Florida,630,6,627,6,-3,Less than 15,0-15 min early,9,636,916,5,935,9,921,9,-14,Less than 15,0-15 min early,0,No,Not Cancelled,185,174,160,1072,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6178,N242WN,PVD,"Providence, RI",RI,Rhode Island,MCO,"Orlando, FL",FL,Florida,1300,13,1302,13,2,Less than 15,0-15 min late,11,1313,1551,4,1605,16,1555,15,-10,Less than 15,0-15 min early,0,No,Not Cancelled,185,173,158,1072,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3648,N717SA,PVD,"Providence, RI",RI,Rhode Island,MDW,"Chicago, IL",IL,Illinois,1245,12,1244,12,-1,Less than 15,0-15 min early,6,1250,1355,4,1430,14,1359,13,-31,Less than 15,30-45 min early,0,No,Not Cancelled,165,135,125,842,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1299,N493WN,PWM,"Portland, ME",ME,Maine,BWI,"Baltimore, MD",MD,Maryland,1030,10,1031,10,1,Less than 15,0-15 min late,37,1108,1223,2,1210,12,1225,12,15,Greater than 15,15-30 min late,0,No,Not Cancelled,100,114,75,452,500-750 miles,0,0,15,0,0
1,1,3,Wed,2020-01-01,WN,5599,N8533S,PWM,"Portland, ME",ME,Maine,BWI,"Baltimore, MD",MD,Maryland,1650,16,1700,17,10,Less than 15,0-15 min late,7,1707,1821,5,1830,18,1826,18,-4,Less than 15,0-15 min early,0,No,Not Cancelled,100,86,74,452,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3401,N250WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,ATL,"Atlanta, GA",GA,Georgia,600,6,556,5,-4,Less than 15,0-15 min early,8,604,713,6,735,7,719,7,-16,Less than 15,15-30 min early,0,No,Not Cancelled,95,83,69,356,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4276,N240WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,ATL,"Atlanta, GA",GA,Georgia,1115,11,1110,11,-5,Less than 15,0-15 min early,15,1125,1227,10,1250,12,1237,12,-13,Less than 15,0-15 min early,0,No,Not Cancelled,95,87,62,356,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5746,N775SW,RDU,"Raleigh/Durham, NC",NC,North Carolina,ATL,"Atlanta, GA",GA,Georgia,1930,19,2001,20,31,Greater than 15,30-45 min late,8,2009,2113,4,2100,21,2117,21,17,Greater than 15,15-30 min late,0,No,Not Cancelled,90,76,64,356,500-750 miles,17,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5802,N7812G,RDU,"Raleigh/Durham, NC",NC,North Carolina,AUS,"Austin, TX",TX,Texas,1000,10,957,9,-3,Less than 15,0-15 min early,7,1004,1211,31,1220,12,1242,12,22,Greater than 15,15-30 min late,0,No,Not Cancelled,200,225,187,1162,1250-1500 miles,0,0,22,0,0
1,1,3,Wed,2020-01-01,WN,3186,N211WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,BNA,"Nashville, TN",TN,Tennessee,1800,18,1800,18,0,Less than 15,0-15 min late,7,1807,1825,6,1835,18,1831,18,-4,Less than 15,0-15 min early,0,No,Not Cancelled,95,91,78,442,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5403,N8677A,RDU,"Raleigh/Durham, NC",NC,North Carolina,BNA,"Nashville, TN",TN,Tennessee,625,6,620,6,-5,Less than 15,0-15 min early,7,627,646,6,700,7,652,6,-8,Less than 15,0-15 min early,0,No,Not Cancelled,95,92,79,442,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,946,N909WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,BWI,"Baltimore, MD",MD,Maryland,1205,12,1201,12,-4,Less than 15,0-15 min early,10,1211,1253,3,1310,13,1256,12,-14,Less than 15,0-15 min early,0,No,Not Cancelled,65,55,42,255,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,2167,N941WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,BWI,"Baltimore, MD",MD,Maryland,820,8,815,8,-5,Less than 15,0-15 min early,8,823,907,4,925,9,911,9,-14,Less than 15,0-15 min early,0,No,Not Cancelled,65,56,44,255,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3941,N743SW,RDU,"Raleigh/Durham, NC",NC,North Carolina,BWI,"Baltimore, MD",MD,Maryland,1605,16,1605,16,0,Less than 15,0-15 min late,10,1615,1700,4,1715,17,1704,17,-11,Less than 15,0-15 min early,0,No,Not Cancelled,70,59,45,255,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4680,N499WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,BWI,"Baltimore, MD",MD,Maryland,1940,19,1938,19,-2,Less than 15,0-15 min early,7,1945,2028,2,2055,20,2030,20,-25,Less than 15,15-30 min early,0,No,Not Cancelled,75,52,43,255,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,2031,N8318F,RDU,"Raleigh/Durham, NC",NC,North Carolina,DAL,"Dallas, TX",TX,Texas,1730,17,1736,17,6,Less than 15,0-15 min late,8,1744,1946,4,1935,19,1950,19,15,Greater than 15,15-30 min late,0,No,Not Cancelled,185,194,182,1052,1250-1500 miles,6,0,9,0,0
1,1,3,Wed,2020-01-01,WN,5079,N8324A,RDU,"Raleigh/Durham, NC",NC,North Carolina,DEN,"Denver, CO",CO,Colorado,715,7,715,7,0,Less than 15,0-15 min late,7,722,852,6,910,9,858,8,-12,Less than 15,0-15 min early,0,No,Not Cancelled,235,223,210,1436,1500-1750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5516,N8679A,RDU,"Raleigh/Durham, NC",NC,North Carolina,DEN,"Denver, CO",CO,Colorado,1845,18,1845,18,0,Less than 15,0-15 min late,13,1858,2040,5,2050,20,2045,20,-5,Less than 15,0-15 min early,0,No,Not Cancelled,245,240,222,1436,1500-1750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1424,N469WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,FLL,"Fort Lauderdale, FL",FL,Florida,1630,16,1628,16,-2,Less than 15,0-15 min early,5,1633,1809,5,1845,18,1814,18,-31,Less than 15,30-45 min early,0,No,Not Cancelled,135,106,96,680,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5649,N728SW,RDU,"Raleigh/Durham, NC",NC,North Carolina,FLL,"Fort Lauderdale, FL",FL,Florida,655,6,651,6,-4,Less than 15,0-15 min early,8,659,830,8,900,9,838,8,-22,Less than 15,15-30 min early,0,No,Not Cancelled,125,107,91,680,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6111,N259WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,HOU,"Houston, TX",TX,Texas,1345,13,1343,13,-2,Less than 15,0-15 min early,11,1354,1556,3,1600,16,1559,15,-1,Less than 15,0-15 min early,0,No,Not Cancelled,195,196,182,1050,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5452,N474WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,LAS,"Las Vegas, NV",NV,Nevada,1650,16,1650,16,0,Less than 15,0-15 min late,10,1700,1856,2,1910,19,1858,18,-12,Less than 15,0-15 min early,0,No,Not Cancelled,320,308,296,2026,2250-2500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5614,N439WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,MCI,"Kansas City, MO",MO,Missouri,1205,12,1201,12,-4,Less than 15,0-15 min early,7,1208,1359,4,1350,13,1403,14,13,Less than 15,0-15 min late,0,No,Not Cancelled,165,182,171,904,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4600,N475WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,MCO,"Orlando, FL",FL,Florida,1215,12,1212,12,-3,Less than 15,0-15 min early,8,1220,1340,5,1405,14,1345,13,-20,Less than 15,15-30 min early,0,No,Not Cancelled,110,93,80,534,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5626,N7877H,RDU,"Raleigh/Durham, NC",NC,North Carolina,MCO,"Orlando, FL",FL,Florida,1745,17,1741,17,-4,Less than 15,0-15 min early,10,1751,1911,3,1935,19,1914,19,-21,Less than 15,15-30 min early,0,No,Not Cancelled,110,93,80,534,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6380,N717SA,RDU,"Raleigh/Durham, NC",NC,North Carolina,MCO,"Orlando, FL",FL,Florida,710,7,705,7,-5,Less than 15,0-15 min early,7,712,834,4,850,8,838,8,-12,Less than 15,0-15 min early,0,No,Not Cancelled,100,93,82,534,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3694,N7848A,RDU,"Raleigh/Durham, NC",NC,North Carolina,MDW,"Chicago, IL",IL,Illinois,610,6,609,6,-1,Less than 15,0-15 min early,7,616,659,3,715,7,702,7,-13,Less than 15,0-15 min early,0,No,Not Cancelled,125,113,103,632,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4625,N431WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,MDW,"Chicago, IL",IL,Illinois,1715,17,1712,17,-3,Less than 15,0-15 min early,7,1719,1818,4,1820,18,1822,18,2,Less than 15,0-15 min late,0,No,Not Cancelled,125,130,119,632,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5623,N204WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,MDW,"Chicago, IL",IL,Illinois,1415,14,1412,14,-3,Less than 15,0-15 min early,7,1419,1506,4,1525,15,1510,15,-15,Less than 15,0-15 min early,0,No,Not Cancelled,130,118,107,632,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5631,N8565Z,RDU,"Raleigh/Durham, NC",NC,North Carolina,MDW,"Chicago, IL",IL,Illinois,930,9,924,9,-6,Less than 15,0-15 min early,9,933,1014,4,1035,10,1018,10,-17,Less than 15,15-30 min early,0,No,Not Cancelled,125,114,101,632,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6064,N8541W,RDU,"Raleigh/Durham, NC",NC,North Carolina,PHX,"Phoenix, AZ",AZ,Arizona,1715,17,1713,17,-2,Less than 15,0-15 min early,8,1721,2007,5,2015,20,2012,20,-3,Less than 15,0-15 min early,0,No,Not Cancelled,300,299,286,1891,2000-2250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4315,N265WN,RDU,"Raleigh/Durham, NC",NC,North Carolina,STL,"St. Louis, MO",MO,Missouri,1920,19,1911,19,-9,Less than 15,0-15 min early,9,1920,2024,3,2030,20,2027,20,-3,Less than 15,0-15 min early,0,No,Not Cancelled,130,136,124,667,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6271,N7702A,RDU,"Raleigh/Durham, NC",NC,North Carolina,STL,"St. Louis, MO",MO,Missouri,1130,11,1129,11,-1,Less than 15,0-15 min early,6,1135,1240,5,1250,12,1245,12,-5,Less than 15,0-15 min early,0,No,Not Cancelled,140,136,125,667,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5973,N715SW,RDU,"Raleigh/Durham, NC",NC,North Carolina,TPA,"Tampa, FL",FL,Florida,1825,18,1821,18,-4,Less than 15,0-15 min early,6,1827,1958,5,2020,20,2003,20,-17,Less than 15,15-30 min early,0,No,Not Cancelled,115,102,91,587,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4346,N442WN,RIC,"Richmond, VA",VA,Virginia,ATL,"Atlanta, GA",GA,Georgia,600,6,555,5,-5,Less than 15,0-15 min early,10,605,732,5,745,7,737,7,-8,Less than 15,0-15 min early,0,No,Not Cancelled,105,102,87,481,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5668,N239WN,RIC,"Richmond, VA",VA,Virginia,ATL,"Atlanta, GA",GA,Georgia,1255,12,1250,12,-5,Less than 15,0-15 min early,18,1308,1430,5,1440,14,1435,14,-5,Less than 15,0-15 min early,0,No,Not Cancelled,105,105,82,481,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6260,N787SA,RNO,"Reno, NV",NV,Nevada,DEN,"Denver, CO",CO,Colorado,1335,13,1345,13,10,Less than 15,0-15 min late,9,1354,1632,8,1645,16,1640,16,-5,Less than 15,0-15 min early,0,No,Not Cancelled,130,115,98,804,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6618,N8579Z,RNO,"Reno, NV",NV,Nevada,DEN,"Denver, CO",CO,Colorado,625,6,626,6,1,Less than 15,0-15 min late,10,636,921,6,935,9,927,9,-8,Less than 15,0-15 min early,0,No,Not Cancelled,130,121,105,804,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3503,N8323C,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,1645,16,1702,17,17,Greater than 15,15-30 min late,10,1712,1801,4,1800,18,1805,18,5,Less than 15,0-15 min late,0,No,Not Cancelled,75,63,49,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4506,N278WN,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,2115,21,2120,21,5,Less than 15,0-15 min late,13,2133,2221,8,2230,22,2229,22,-1,Less than 15,0-15 min early,0,No,Not Cancelled,75,69,48,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4512,N228WN,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,1250,12,1255,12,5,Less than 15,0-15 min late,11,1306,1356,2,1410,14,1358,13,-12,Less than 15,0-15 min early,0,No,Not Cancelled,80,63,50,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5485,N8612K,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,1845,18,1841,18,-4,Less than 15,0-15 min early,13,1854,1945,7,2005,20,1952,19,-13,Less than 15,0-15 min early,0,No,Not Cancelled,80,71,51,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5901,N400WN,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,1420,14,1452,14,32,Greater than 15,30-45 min late,7,1459,1549,5,1540,15,1554,15,14,Less than 15,0-15 min late,0,No,Not Cancelled,80,62,50,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6210,N969WN,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,940,9,937,9,-3,Less than 15,0-15 min early,8,945,1037,3,1055,10,1040,10,-15,Less than 15,0-15 min early,0,No,Not Cancelled,75,63,52,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6300,N7851A,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,1040,10,1034,10,-6,Less than 15,0-15 min early,8,1042,1131,2,1200,12,1133,11,-27,Less than 15,15-30 min early,0,No,Not Cancelled,80,59,49,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6305,N8504G,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,700,7,655,6,-5,Less than 15,0-15 min early,8,703,754,3,820,8,757,7,-23,Less than 15,15-30 min early,0,No,Not Cancelled,80,62,51,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6473,N260WN,RNO,"Reno, NV",NV,Nevada,LAS,"Las Vegas, NV",NV,Nevada,1945,19,1937,19,-8,Less than 15,0-15 min early,10,1947,2037,14,2100,21,2051,20,-9,Less than 15,0-15 min early,0,No,Not Cancelled,75,74,50,345,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3689,N401WN,RNO,"Reno, NV",NV,Nevada,LAX,"Los Angeles, CA",CA,California,2110,21,2105,21,-5,Less than 15,0-15 min early,12,2117,2218,7,2235,22,2225,22,-10,Less than 15,0-15 min early,0,No,Not Cancelled,85,80,61,391,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4856,N559WN,RNO,"Reno, NV",NV,Nevada,LAX,"Los Angeles, CA",CA,California,1250,12,1254,12,4,Less than 15,0-15 min late,18,1312,1411,5,1420,14,1416,14,-4,Less than 15,0-15 min early,0,No,Not Cancelled,90,82,59,391,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5092,N7885A,RNO,"Reno, NV",NV,Nevada,LAX,"Los Angeles, CA",CA,California,545,5,540,5,-5,Less than 15,0-15 min early,7,547,644,8,715,7,652,6,-23,Less than 15,15-30 min early,0,No,Not Cancelled,90,72,57,391,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5149,N564WN,RNO,"Reno, NV",NV,Nevada,OAK,"Oakland, CA",CA,California,720,7,720,7,0,Less than 15,0-15 min late,9,729,805,4,820,8,809,8,-11,Less than 15,0-15 min early,0,No,Not Cancelled,60,49,36,181,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5694,N912WN,RNO,"Reno, NV",NV,Nevada,OAK,"Oakland, CA",CA,California,1915,19,1915,19,0,Less than 15,0-15 min late,15,1930,2005,4,2015,20,2009,20,-6,Less than 15,0-15 min early,0,No,Not Cancelled,60,54,35,181,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6025,N462WN,RNO,"Reno, NV",NV,Nevada,PHX,"Phoenix, AZ",AZ,Arizona,1500,15,1523,15,23,Greater than 15,15-30 min late,12,1535,1747,5,1750,17,1752,17,2,Less than 15,0-15 min late,0,No,Not Cancelled,110,89,72,601,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4518,N7820L,RNO,"Reno, NV",NV,Nevada,SAN,"San Diego, CA",CA,California,1155,11,1155,11,0,Less than 15,0-15 min late,12,1207,1310,3,1325,13,1313,13,-12,Less than 15,0-15 min early,0,No,Not Cancelled,90,78,63,488,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6134,N8608N,RNO,"Reno, NV",NV,Nevada,SAN,"San Diego, CA",CA,California,900,9,854,8,-6,Less than 15,0-15 min early,9,903,1004,2,1030,10,1006,10,-24,Less than 15,15-30 min early,0,No,Not Cancelled,90,72,61,488,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6355,N7713A,RNO,"Reno, NV",NV,Nevada,SAN,"San Diego, CA",CA,California,1735,17,1742,17,7,Less than 15,0-15 min late,9,1751,1855,3,1900,19,1858,18,-2,Less than 15,0-15 min early,0,No,Not Cancelled,85,76,64,488,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3583,N8694E,RNO,"Reno, NV",NV,Nevada,SJC,"San Jose, CA",CA,California,1915,19,1940,19,25,Greater than 15,15-30 min late,11,1951,2031,5,2020,20,2036,20,16,Greater than 15,15-30 min late,0,No,Not Cancelled,65,56,40,188,250-500 miles,4,0,0,0,12
1,1,3,Wed,2020-01-01,WN,3657,N210WN,RNO,"Reno, NV",NV,Nevada,SJC,"San Jose, CA",CA,California,1020,10,1018,10,-2,Less than 15,0-15 min early,9,1027,1110,4,1125,11,1114,11,-11,Less than 15,0-15 min early,0,No,Not Cancelled,65,56,43,188,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5263,N552WN,RNO,"Reno, NV",NV,Nevada,SJC,"San Jose, CA",CA,California,600,6,558,5,-2,Less than 15,0-15 min early,9,607,647,4,700,7,651,6,-9,Less than 15,0-15 min early,0,No,Not Cancelled,60,53,40,188,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1297,N748SW,ROC,"Rochester, NY",NY,New York,BWI,"Baltimore, MD",MD,Maryland,1725,17,1723,17,-2,Less than 15,0-15 min early,7,1730,1823,3,1835,18,1826,18,-9,Less than 15,0-15 min early,0,No,Not Cancelled,70,63,53,277,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4380,N428WN,ROC,"Rochester, NY",NY,New York,BWI,"Baltimore, MD",MD,Maryland,615,6,610,6,-5,Less than 15,0-15 min early,13,623,712,3,735,7,715,7,-20,Less than 15,15-30 min early,0,No,Not Cancelled,80,65,49,277,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5470,N7846A,ROC,"Rochester, NY",NY,New York,BWI,"Baltimore, MD",MD,Maryland,1055,10,1053,10,-2,Less than 15,0-15 min early,6,1059,1146,3,1215,12,1149,11,-26,Less than 15,15-30 min early,0,No,Not Cancelled,80,56,47,277,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6211,N927WN,ROC,"Rochester, NY",NY,New York,MCO,"Orlando, FL",FL,Florida,1245,12,1244,12,-1,Less than 15,0-15 min early,19,1303,1525,3,1540,15,1528,15,-12,Less than 15,0-15 min early,0,No,Not Cancelled,175,164,142,1033,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,2170,N216WR,RSW,"Fort Myers, FL",FL,Florida,ATL,"Atlanta, GA",GA,Georgia,600,6,555,5,-5,Less than 15,0-15 min early,11,606,732,4,745,7,736,7,-9,Less than 15,0-15 min early,0,No,Not Cancelled,105,101,86,515,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5451,N443WN,RSW,"Fort Myers, FL",FL,Florida,ATL,"Atlanta, GA",GA,Georgia,1250,12,1254,12,4,Less than 15,0-15 min late,11,1305,1421,7,1445,14,1428,14,-17,Less than 15,15-30 min early,0,No,Not Cancelled,115,94,76,515,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5689,N8513F,RSW,"Fort Myers, FL",FL,Florida,BDL,"Hartford, CT",CT,Connecticut,1940,19,1935,19,-5,Less than 15,0-15 min early,7,1942,2209,3,2220,22,2212,22,-8,Less than 15,0-15 min early,0,No,Not Cancelled,160,157,147,1180,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3406,N8561Z,RSW,"Fort Myers, FL",FL,Florida,BWI,"Baltimore, MD",MD,Maryland,1805,18,1802,18,-3,Less than 15,0-15 min early,10,1812,2012,4,2025,20,2016,20,-9,Less than 15,0-15 min early,0,No,Not Cancelled,140,134,120,919,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5750,N8328A,RSW,"Fort Myers, FL",FL,Florida,BWI,"Baltimore, MD",MD,Maryland,2055,20,2050,20,-5,Less than 15,0-15 min early,8,2058,2254,7,2310,23,2301,23,-9,Less than 15,0-15 min early,0,No,Not Cancelled,135,131,116,919,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5992,N410WN,RSW,"Fort Myers, FL",FL,Florida,BWI,"Baltimore, MD",MD,Maryland,1215,12,1211,12,-4,Less than 15,0-15 min early,14,1225,1423,4,1435,14,1427,14,-8,Less than 15,0-15 min early,0,No,Not Cancelled,140,136,118,919,1000-1250 miles,0,0,0,0,0
