MONTH,DAY_OF_MONTH,DAY_OF_WEEK,day_of_week_c,FLIGHT_DATE,MARKETING_CARRIER_CODE,MARKETING_FLIGHT_NUMBER,AIRCRAFT_TAIL_NUMBER,ORIGIN_AIRPORT_CODE,ORIGIN_CITY_NAME,ORIGIN_STATE_CODE,ORIGIN_STATE_NAME,DEST_AIRPORT_CODE,DEST_CITY_NAME,DEST_STATE_CODE,DEST_STATE_NAME,SCHEDULED_DEP_TIME,SCHEDULED_DEP_HOUR,ACTUAL_DEP_TIME,ACTUAL_DEP_HOUR,DEP_DELAY,DEP_DELAY_15_MIN,DEP_DELAY_GROUP,ORIGIN_TAXI_TIME,DEP_TAKEOFF_TIME,ARR_LANDING_TIME,DEST_TAXI_TIME,SCHEDULED_ARR_TIME,SCHEDULED_ARR_HOUR,ACTUAL_ARR_TIME,ACTUAL_ARR_HOUR,ARR_DELAY,ARR_DELAY_15_MIN,ARR_DELAY_GROUP,CANCELLED,cancelled_c,CANCELLATION_REASON,SCHEDULED_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,IN_AIR_DURATION,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1,3,Wed,2020-01-01,WN,4514,N246LV,SAT,"San Antonio, TX",TX,Texas,DEN,"Denver, CO",CO,Colorado,1905,19,1905,19,0,Less than 15,0-15 min late,17,1922,2006,6,2015,20,2012,20,-3,Less than 15,0-15 min early,0,No,Not Cancelled,130,127,104,794,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5356,N965WN,SAT,"San Antonio, TX",TX,Texas,DEN,"Denver, CO",CO,Colorado,540,5,536,5,-4,Less than 15,0-15 min early,10,546,635,7,655,6,642,6,-13,Less than 15,0-15 min early,0,No,Not Cancelled,135,126,109,794,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6277,N8575Z,SAT,"San Antonio, TX",TX,Texas,DEN,"Denver, CO",CO,Colorado,1230,12,1304,13,34,Greater than 15,30-45 min late,7,1311,1358,6,1345,13,1404,14,19,Greater than 15,15-30 min late,0,No,Not Cancelled,135,120,107,794,1000-1250 miles,3,0,0,0,16
1,1,3,Wed,2020-01-01,WN,6348,N742SW,SAT,"San Antonio, TX",TX,Texas,ELP,"El Paso, TX",TX,Texas,2100,21,2126,21,26,Greater than 15,15-30 min late,8,2134,2150,2,2130,21,2152,21,22,Greater than 15,15-30 min late,0,No,Not Cancelled,90,86,76,496,500-750 miles,6,0,0,0,16
1,1,3,Wed,2020-01-01,WN,4653,N299WN,SAT,"San Antonio, TX",TX,Texas,FLL,"Fort Lauderdale, FL",FL,Florida,1520,15,1526,15,6,Less than 15,0-15 min late,8,1534,1845,3,1900,19,1848,18,-12,Less than 15,0-15 min early,0,No,Not Cancelled,160,142,131,1145,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4781,N273WN,SAT,"San Antonio, TX",TX,Texas,HOU,"Houston, TX",TX,Texas,2125,21,2116,21,-9,Less than 15,0-15 min early,11,2127,2159,10,2220,22,2209,22,-11,Less than 15,0-15 min early,0,No,Not Cancelled,55,53,32,192,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5761,N281WN,SAT,"San Antonio, TX",TX,Texas,HOU,"Houston, TX",TX,Texas,850,8,846,8,-4,Less than 15,0-15 min early,5,851,922,18,955,9,940,9,-15,Less than 15,0-15 min early,0,No,Not Cancelled,65,54,31,192,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5825,N729SW,SAT,"San Antonio, TX",TX,Texas,HOU,"Houston, TX",TX,Texas,1225,12,1222,12,-3,Less than 15,0-15 min early,7,1229,1315,4,1330,13,1319,13,-11,Less than 15,0-15 min early,0,No,Not Cancelled,65,57,46,192,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5998,N495WN,SAT,"San Antonio, TX",TX,Texas,HOU,"Houston, TX",TX,Texas,1750,17,1829,18,39,Greater than 15,30-45 min late,5,1834,1907,2,1850,18,1909,19,19,Greater than 15,15-30 min late,0,No,Not Cancelled,60,40,33,192,250-500 miles,1,0,0,0,18
1,1,3,Wed,2020-01-01,WN,6309,N714CB,SAT,"San Antonio, TX",TX,Texas,HOU,"Houston, TX",TX,Texas,620,6,615,6,-5,Less than 15,0-15 min early,7,622,653,9,720,7,702,7,-18,Less than 15,15-30 min early,0,No,Not Cancelled,60,47,31,192,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6331,N254WN,SAT,"San Antonio, TX",TX,Texas,HOU,"Houston, TX",TX,Texas,1505,15,1500,15,-5,Less than 15,0-15 min early,7,1507,1546,3,1605,16,1549,15,-16,Less than 15,15-30 min early,0,No,Not Cancelled,60,49,39,192,250-500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4659,N8665D,SAT,"San Antonio, TX",TX,Texas,LAS,"Las Vegas, NV",NV,Nevada,1355,13,1354,13,-1,Less than 15,0-15 min early,6,1400,1433,3,1450,14,1436,14,-14,Less than 15,0-15 min early,0,No,Not Cancelled,175,162,153,1069,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5414,N450WN,SAT,"San Antonio, TX",TX,Texas,LAS,"Las Vegas, NV",NV,Nevada,1055,10,1052,10,-3,Less than 15,0-15 min early,7,1059,1132,4,1155,11,1136,11,-19,Less than 15,15-30 min early,0,No,Not Cancelled,180,164,153,1069,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6103,N7831B,SAT,"San Antonio, TX",TX,Texas,LAS,"Las Vegas, NV",NV,Nevada,1955,19,2032,20,37,Greater than 15,30-45 min late,10,2042,2110,4,2045,20,2114,21,29,Greater than 15,15-30 min late,0,No,Not Cancelled,170,162,148,1069,1250-1500 miles,0,0,0,0,29
1,1,3,Wed,2020-01-01,WN,4709,N424WN,SAT,"San Antonio, TX",TX,Texas,LAX,"Los Angeles, CA",CA,California,2040,20,2040,20,0,Less than 15,0-15 min late,10,2050,2145,11,2200,22,2156,21,-4,Less than 15,0-15 min early,0,No,Not Cancelled,200,196,175,1211,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5859,N934WN,SAT,"San Antonio, TX",TX,Texas,LAX,"Los Angeles, CA",CA,California,805,8,807,8,2,Less than 15,0-15 min late,7,814,910,8,925,9,918,9,-7,Less than 15,0-15 min early,0,No,Not Cancelled,200,191,176,1211,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6557,N281WN,SAT,"San Antonio, TX",TX,Texas,MCI,"Kansas City, MO",MO,Missouri,1240,12,1243,12,3,Less than 15,0-15 min late,6,1249,1418,4,1435,14,1422,14,-13,Less than 15,0-15 min early,0,No,Not Cancelled,115,99,89,706,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4058,N8634A,SAT,"San Antonio, TX",TX,Texas,MCO,"Orlando, FL",FL,Florida,1110,11,1131,11,21,Greater than 15,15-30 min late,8,1139,1434,4,1440,14,1438,14,-2,Less than 15,0-15 min early,0,No,Not Cancelled,150,127,115,1041,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1544,N8662F,SAT,"San Antonio, TX",TX,Texas,MDW,"Chicago, IL",IL,Illinois,1755,17,1756,17,1,Less than 15,0-15 min late,9,1805,2007,4,2030,20,2011,20,-19,Less than 15,15-30 min early,0,No,Not Cancelled,155,135,122,1036,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5400,N8654B,SAT,"San Antonio, TX",TX,Texas,MDW,"Chicago, IL",IL,Illinois,725,7,722,7,-3,Less than 15,0-15 min early,8,730,945,4,955,9,949,9,-6,Less than 15,0-15 min early,0,No,Not Cancelled,150,147,135,1036,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4710,N935WN,SAT,"San Antonio, TX",TX,Texas,MSY,"New Orleans, LA",LA,Louisiana,1015,10,1012,10,-3,Less than 15,0-15 min early,7,1019,1118,4,1140,11,1122,11,-18,Less than 15,15-30 min early,0,No,Not Cancelled,85,70,59,494,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4776,N417WN,SAT,"San Antonio, TX",TX,Texas,MSY,"New Orleans, LA",LA,Louisiana,1600,16,1559,15,-1,Less than 15,0-15 min early,6,1605,1704,7,1725,17,1711,17,-14,Less than 15,0-15 min early,0,No,Not Cancelled,85,72,59,494,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6033,N783SW,SAT,"San Antonio, TX",TX,Texas,OAK,"Oakland, CA",CA,California,1145,11,1203,12,18,Greater than 15,15-30 min late,10,1213,1347,5,1335,13,1352,13,17,Greater than 15,15-30 min late,0,No,Not Cancelled,230,229,214,1476,1500-1750 miles,16,0,0,0,1
1,1,3,Wed,2020-01-01,WN,1550,N226WN,SAT,"San Antonio, TX",TX,Texas,PHX,"Phoenix, AZ",AZ,Arizona,1330,13,1337,13,7,Less than 15,0-15 min late,10,1347,1458,6,1500,15,1504,15,4,Less than 15,0-15 min late,0,No,Not Cancelled,150,147,131,843,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5055,N8646B,SAT,"San Antonio, TX",TX,Texas,PHX,"Phoenix, AZ",AZ,Arizona,1020,10,1019,10,-1,Less than 15,0-15 min early,7,1026,1134,5,1140,11,1139,11,-1,Less than 15,0-15 min early,0,No,Not Cancelled,140,140,128,843,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6240,N8525S,SAT,"San Antonio, TX",TX,Texas,PHX,"Phoenix, AZ",AZ,Arizona,710,7,706,7,-4,Less than 15,0-15 min early,7,713,825,4,840,8,829,8,-11,Less than 15,0-15 min early,0,No,Not Cancelled,150,143,132,843,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6576,N781WN,SAT,"San Antonio, TX",TX,Texas,PHX,"Phoenix, AZ",AZ,Arizona,1840,18,1850,18,10,Less than 15,0-15 min late,7,1857,2004,4,2005,20,2008,20,3,Less than 15,0-15 min late,0,No,Not Cancelled,145,138,127,843,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5243,N455WN,SAT,"San Antonio, TX",TX,Texas,SAN,"San Diego, CA",CA,California,755,7,749,7,-6,Less than 15,0-15 min early,8,757,833,3,855,8,836,8,-19,Less than 15,15-30 min early,0,No,Not Cancelled,180,167,156,1129,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3774,N212WN,SAT,"San Antonio, TX",TX,Texas,STL,"St. Louis, MO",MO,Missouri,1615,16,1611,16,-4,Less than 15,0-15 min early,7,1618,1748,2,1815,18,1750,17,-25,Less than 15,15-30 min early,0,No,Not Cancelled,120,99,90,786,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4743,N744SW,SAT,"San Antonio, TX",TX,Texas,STL,"St. Louis, MO",MO,Missouri,535,5,531,5,-4,Less than 15,0-15 min early,8,539,708,4,735,7,712,7,-23,Less than 15,15-30 min early,0,No,Not Cancelled,120,101,89,786,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4088,N7882B,SAT,"San Antonio, TX",TX,Texas,TPA,"Tampa, FL",FL,Florida,1950,19,2203,22,133,Greater than 15,120-135 min late,6,2209,102,3,2305,23,105,1,120,Greater than 15,120-135 min late,0,No,Not Cancelled,135,122,113,972,1000-1250 miles,0,0,0,0,120
1,1,3,Wed,2020-01-01,WN,5754,N8619F,SAT,"San Antonio, TX",TX,Texas,TPA,"Tampa, FL",FL,Florida,1450,14,1451,14,1,Less than 15,0-15 min late,4,1455,1746,5,1805,18,1751,17,-14,Less than 15,0-15 min early,0,No,Not Cancelled,135,120,111,972,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1765,N795SW,SDF,"Louisville, KY",KY,Kentucky,BWI,"Baltimore, MD",MD,Maryland,735,7,730,7,-5,Less than 15,0-15 min early,9,739,844,3,905,9,847,8,-18,Less than 15,15-30 min early,0,No,Not Cancelled,90,77,65,495,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4990,N940WN,SDF,"Louisville, KY",KY,Kentucky,BWI,"Baltimore, MD",MD,Maryland,1440,14,1435,14,-5,Less than 15,0-15 min early,13,1448,1552,4,1610,16,1556,15,-14,Less than 15,0-15 min early,0,No,Not Cancelled,90,81,64,495,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4828,N8550Q,SDF,"Louisville, KY",KY,Kentucky,DAL,"Dallas, TX",TX,Texas,1445,14,1441,14,-4,Less than 15,0-15 min early,6,1447,1547,4,1600,16,1551,15,-9,Less than 15,0-15 min early,0,No,Not Cancelled,135,130,120,725,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4815,N213WN,SDF,"Louisville, KY",KY,Kentucky,DEN,"Denver, CO",CO,Colorado,845,8,841,8,-4,Less than 15,0-15 min early,9,850,922,15,945,9,937,9,-8,Less than 15,0-15 min early,0,No,Not Cancelled,180,176,152,1024,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5065,N8556Z,SDF,"Louisville, KY",KY,Kentucky,HOU,"Houston, TX",TX,Texas,1155,11,1150,11,-5,Less than 15,0-15 min early,6,1156,1322,4,1330,13,1326,13,-4,Less than 15,0-15 min early,0,No,Not Cancelled,155,156,146,803,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6587,N457WN,SDF,"Louisville, KY",KY,Kentucky,LAS,"Las Vegas, NV",NV,Nevada,1640,16,1653,16,13,Less than 15,0-15 min late,7,1700,1749,4,1750,17,1753,17,3,Less than 15,0-15 min late,0,No,Not Cancelled,250,240,229,1624,1750-2000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6368,N8531Q,SDF,"Louisville, KY",KY,Kentucky,MCO,"Orlando, FL",FL,Florida,615,6,613,6,-2,Less than 15,0-15 min early,9,622,802,3,820,8,805,8,-15,Less than 15,0-15 min early,0,No,Not Cancelled,125,112,100,719,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1703,N909WN,SDF,"Louisville, KY",KY,Kentucky,MDW,"Chicago, IL",IL,Illinois,1955,19,2004,20,9,Less than 15,0-15 min late,6,2010,2002,5,2010,20,2007,20,-3,Less than 15,0-15 min early,0,No,Not Cancelled,75,63,52,271,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3611,N449WN,SDF,"Louisville, KY",KY,Kentucky,MDW,"Chicago, IL",IL,Illinois,710,7,708,7,-2,Less than 15,0-15 min early,8,716,707,7,720,7,714,7,-6,Less than 15,0-15 min early,0,No,Not Cancelled,70,66,51,271,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4823,N7886A,SDF,"Louisville, KY",KY,Kentucky,MDW,"Chicago, IL",IL,Illinois,1550,15,1607,16,17,Greater than 15,15-30 min late,8,1615,1606,3,1610,16,1609,16,-1,Less than 15,0-15 min early,0,No,Not Cancelled,80,62,51,271,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5786,N707SA,SDF,"Louisville, KY",KY,Kentucky,PHX,"Phoenix, AZ",AZ,Arizona,1640,16,1646,16,6,Less than 15,0-15 min late,6,1652,1833,7,1840,18,1840,18,0,Less than 15,0-15 min late,0,No,Not Cancelled,240,234,221,1506,1750-2000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5452,N474WN,SDF,"Louisville, KY",KY,Kentucky,TPA,"Tampa, FL",FL,Florida,1135,11,1135,11,0,Less than 15,0-15 min late,6,1141,1328,4,1345,13,1332,13,-13,Less than 15,0-15 min early,0,No,Not Cancelled,130,117,107,727,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4900,N8614M,SEA,"Seattle, WA",WA,Washington,BWI,"Baltimore, MD",MD,Maryland,1140,11,1148,11,8,Less than 15,0-15 min late,16,1204,1924,3,1940,19,1927,19,-13,Less than 15,0-15 min early,0,No,Not Cancelled,300,279,260,2335,2500-2750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5680,N701GS,SEA,"Seattle, WA",WA,Washington,DAL,"Dallas, TX",TX,Texas,1320,13,1341,13,21,Greater than 15,15-30 min late,12,1353,1906,4,1905,19,1910,19,5,Less than 15,0-15 min late,0,No,Not Cancelled,225,209,193,1670,1750-2000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5263,N552WN,SEA,"Seattle, WA",WA,Washington,DEN,"Denver, CO",CO,Colorado,1035,10,1037,10,2,Less than 15,0-15 min late,16,1053,1354,9,1415,14,1403,14,-12,Less than 15,0-15 min early,0,No,Not Cancelled,160,146,121,1024,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5482,N8534Z,SEA,"Seattle, WA",WA,Washington,DEN,"Denver, CO",CO,Colorado,1940,19,1936,19,-4,Less than 15,0-15 min early,10,1946,2243,6,2310,23,2249,22,-21,Less than 15,15-30 min early,0,No,Not Cancelled,150,133,117,1024,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6280,N8699A,SEA,"Seattle, WA",WA,Washington,DEN,"Denver, CO",CO,Colorado,1540,15,1546,15,6,Less than 15,0-15 min late,18,1604,1905,6,1915,19,1911,19,-4,Less than 15,0-15 min early,0,No,Not Cancelled,155,145,121,1024,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6481,N8582Z,SEA,"Seattle, WA",WA,Washington,DEN,"Denver, CO",CO,Colorado,605,6,622,6,17,Greater than 15,15-30 min late,17,639,936,8,940,9,944,9,4,Less than 15,0-15 min late,0,No,Not Cancelled,155,142,117,1024,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5006,N566WN,SEA,"Seattle, WA",WA,Washington,LAS,"Las Vegas, NV",NV,Nevada,1835,18,1850,18,15,Greater than 15,15-30 min late,11,1901,2042,10,2105,21,2052,20,-13,Less than 15,0-15 min early,0,No,Not Cancelled,150,122,101,867,1000-1250 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,2129,N8557Q,SEA,"Seattle, WA",WA,Washington,MDW,"Chicago, IL",IL,Illinois,1420,14,1426,14,6,Less than 15,0-15 min late,11,1437,2003,4,2020,20,2007,20,-13,Less than 15,0-15 min early,0,No,Not Cancelled,240,221,206,1733,1750-2000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5928,N490WN,SEA,"Seattle, WA",WA,Washington,MDW,"Chicago, IL",IL,Illinois,645,6,647,6,2,Less than 15,0-15 min late,13,700,1235,5,1240,12,1240,12,0,Less than 15,0-15 min late,0,No,Not Cancelled,235,233,215,1733,1750-2000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1757,N425LV,SEA,"Seattle, WA",WA,Washington,OAK,"Oakland, CA",CA,California,1615,16,1642,16,27,Greater than 15,15-30 min late,12,1654,1824,5,1830,18,1829,18,-1,Less than 15,0-15 min early,0,No,Not Cancelled,135,107,90,672,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3125,N219WN,SEA,"Seattle, WA",WA,Washington,OAK,"Oakland, CA",CA,California,1220,12,1238,12,18,Greater than 15,15-30 min late,12,1250,1415,4,1440,14,1419,14,-21,Less than 15,15-30 min early,0,No,Not Cancelled,140,101,85,672,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4852,N241WN,SEA,"Seattle, WA",WA,Washington,OAK,"Oakland, CA",CA,California,1450,14,1448,14,-2,Less than 15,0-15 min early,11,1459,1625,4,1655,16,1629,16,-26,Less than 15,15-30 min early,0,No,Not Cancelled,125,101,86,672,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4853,N904WN,SEA,"Seattle, WA",WA,Washington,OAK,"Oakland, CA",CA,California,1935,19,1957,19,22,Greater than 15,15-30 min late,12,2009,2138,12,2140,21,2150,21,10,Less than 15,0-15 min late,0,No,Not Cancelled,125,113,89,672,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5276,N969WN,SEA,"Seattle, WA",WA,Washington,OAK,"Oakland, CA",CA,California,1800,18,1816,18,16,Greater than 15,15-30 min late,18,1834,1957,6,2015,20,2003,20,-12,Less than 15,0-15 min early,0,No,Not Cancelled,135,107,83,672,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6593,N202WN,SEA,"Seattle, WA",WA,Washington,OAK,"Oakland, CA",CA,California,2210,22,2238,22,28,Greater than 15,15-30 min late,8,2246,13,4,10,0,17,0,7,Less than 15,0-15 min late,0,No,Not Cancelled,120,99,87,672,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,2078,N8606C,SEA,"Seattle, WA",WA,Washington,PHX,"Phoenix, AZ",AZ,Arizona,1710,17,1710,17,0,Less than 15,0-15 min late,15,1725,2030,6,2055,20,2036,20,-19,Less than 15,15-30 min early,0,No,Not Cancelled,165,146,125,1107,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6074,N947WN,SEA,"Seattle, WA",WA,Washington,PHX,"Phoenix, AZ",AZ,Arizona,540,5,540,5,0,Less than 15,0-15 min late,10,550,853,7,915,9,900,9,-15,Less than 15,0-15 min early,0,No,Not Cancelled,155,140,123,1107,1250-1500 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,2626,N483WN,SEA,"Seattle, WA",WA,Washington,SJC,"San Jose, CA",CA,California,2040,20,2059,20,19,Greater than 15,15-30 min late,14,2113,2242,5,2245,22,2247,22,2,Less than 15,0-15 min late,0,No,Not Cancelled,125,108,89,696,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,3584,N7713A,SEA,"Seattle, WA",WA,Washington,SJC,"San Jose, CA",CA,California,700,7,700,7,0,Less than 15,0-15 min late,17,717,849,4,910,9,853,8,-17,Less than 15,15-30 min early,0,No,Not Cancelled,130,113,92,696,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5260,N411WN,SEA,"Seattle, WA",WA,Washington,SJC,"San Jose, CA",CA,California,1805,18,1834,18,29,Greater than 15,15-30 min late,13,1847,2020,4,2020,20,2024,20,4,Less than 15,0-15 min late,0,No,Not Cancelled,135,110,93,696,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5897,N481WN,SEA,"Seattle, WA",WA,Washington,SJC,"San Jose, CA",CA,California,1340,13,1414,14,34,Greater than 15,30-45 min late,17,1431,1608,3,1555,15,1611,16,16,Greater than 15,15-30 min late,0,No,Not Cancelled,135,117,97,696,750-1000 miles,6,0,0,0,10
1,1,3,Wed,2020-01-01,WN,6209,N8675A,SEA,"Seattle, WA",WA,Washington,SJC,"San Jose, CA",CA,California,1030,10,1031,10,1,Less than 15,0-15 min late,19,1050,1221,4,1250,12,1225,12,-25,Less than 15,15-30 min early,0,No,Not Cancelled,140,114,91,696,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4967,N413WN,SEA,"Seattle, WA",WA,Washington,SMF,"Sacramento, CA",CA,California,620,6,620,6,0,Less than 15,0-15 min late,24,644,759,3,810,8,802,8,-8,Less than 15,0-15 min early,0,No,Not Cancelled,110,102,75,605,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5351,N484WN,SEA,"Seattle, WA",WA,Washington,SMF,"Sacramento, CA",CA,California,2155,21,2209,22,14,Less than 15,0-15 min late,15,2224,2337,4,2340,23,2341,23,1,Less than 15,0-15 min late,0,No,Not Cancelled,105,92,73,605,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6075,N284WN,SEA,"Seattle, WA",WA,Washington,SMF,"Sacramento, CA",CA,California,1235,12,1252,12,17,Greater than 15,15-30 min late,19,1311,1423,3,1435,14,1426,14,-9,Less than 15,0-15 min early,0,No,Not Cancelled,120,94,72,605,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6140,N565WN,SEA,"Seattle, WA",WA,Washington,SMF,"Sacramento, CA",CA,California,1025,10,1024,10,-1,Less than 15,0-15 min early,18,1042,1153,17,1220,12,1210,12,-10,Less than 15,0-15 min early,0,No,Not Cancelled,115,106,71,605,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6268,N564WN,SEA,"Seattle, WA",WA,Washington,SMF,"Sacramento, CA",CA,California,1600,16,1616,16,16,Greater than 15,15-30 min late,15,1631,1745,4,1755,17,1749,17,-6,Less than 15,0-15 min early,0,No,Not Cancelled,115,93,74,605,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,6416,N467WN,SEA,"Seattle, WA",WA,Washington,SMF,"Sacramento, CA",CA,California,735,7,730,7,-5,Less than 15,0-15 min early,18,748,859,13,925,9,912,9,-13,Less than 15,0-15 min early,0,No,Not Cancelled,110,102,71,605,750-1000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5988,N793SA,SEA,"Seattle, WA",WA,Washington,STL,"St. Louis, MO",MO,Missouri,930,9,928,9,-2,Less than 15,0-15 min early,16,944,1455,3,1510,15,1458,14,-12,Less than 15,0-15 min early,0,No,Not Cancelled,220,210,191,1709,1750-2000 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1546,N244WN,SFO,"San Francisco, CA",CA,California,BUR,"Burbank, CA",CA,California,1600,16,1611,16,11,Less than 15,0-15 min late,17,1628,1714,2,1715,17,1716,17,1,Less than 15,0-15 min late,0,No,Not Cancelled,75,65,46,326,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4434,N467WN,SFO,"San Francisco, CA",CA,California,BUR,"Burbank, CA",CA,California,1355,13,1355,13,0,Less than 15,0-15 min late,14,1409,1454,14,1515,15,1508,15,-7,Less than 15,0-15 min early,0,No,Not Cancelled,80,73,45,326,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,4933,N244WN,SFO,"San Francisco, CA",CA,California,BUR,"Burbank, CA",CA,California,1200,12,1200,12,0,Less than 15,0-15 min late,23,1223,1309,20,1325,13,1329,13,4,Less than 15,0-15 min late,0,No,Not Cancelled,85,89,46,326,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5268,N8627B,SFO,"San Francisco, CA",CA,California,BUR,"Burbank, CA",CA,California,1930,19,1936,19,6,Less than 15,0-15 min late,13,1949,2034,8,2045,20,2042,20,-3,Less than 15,0-15 min early,0,No,Not Cancelled,75,66,45,326,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,5288,N733SA,SFO,"San Francisco, CA",CA,California,BUR,"Burbank, CA",CA,California,950,9,944,9,-6,Less than 15,0-15 min early,15,959,1045,1,1110,11,1046,10,-24,Less than 15,15-30 min early,0,No,Not Cancelled,80,62,46,326,500-750 miles,0,0,0,0,0
1,1,3,Wed,2020-01-01,WN,1923,N8624J,SFO,"San Francisco, CA",CA,California,DAL,"Dallas, TX",TX,Texas,600,6,600,6,0,Less than 15,0-15 min late,17,617,1119,5,1130,11,1124,11,-6,Less than 15,0-15 min early,0,No,Not Cancelled,210,204,182,1476,1500-1750 miles,0,0,0,0,0
